,country,item,year,production,area,yield,category,continent
15053,Ethiopia,Carrots and turnips,2022,25168.0,6817.0,3692.0,Vegetables,Africa
15054,Ethiopia,Carrots and turnips,2023,19916.0,5737.0,3472.0,Vegetables,Africa
15055,Ethiopia,Castor oil seeds,2019,11000.0,6674.0,1648.0,Nuts,Africa
15056,Ethiopia,Castor oil seeds,2020,11000.0,6366.0,1728.0,Nuts,Africa
15057,Ethiopia,Castor oil seeds,2021,10000.0,5646.0,1771.0,Nuts,Africa
15058,Ethiopia,Castor oil seeds,2022,11000.0,6103.0,1802.0,Nuts,Africa
15059,Ethiopia,Castor oil seeds,2023,11000.0,5999.0,1834.0,Nuts,Africa
15075,Ethiopia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,67203.0,11409.0,5890.0,Spices,Africa
15076,Ethiopia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,74007.0,14691.0,5038.0,Spices,Africa
15077,Ethiopia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,66147.0,13361.0,4951.0,Spices,Africa
15078,Ethiopia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,59925.0,11226.0,5338.0,Spices,Africa
15079,Ethiopia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,47442.0,8103.0,5855.0,Spices,Africa
15085,Ethiopia,Cucumbers and gherkins,2019,1748.0,76.0,22890.0,Vegetables,Africa
15086,Ethiopia,Cucumbers and gherkins,2020,1712.0,77.0,22153.0,Vegetables,Africa
15087,Ethiopia,Cucumbers and gherkins,2021,1713.0,77.0,22105.0,Vegetables,Africa
15088,Ethiopia,Cucumbers and gherkins,2022,1724.0,77.0,22380.0,Vegetables,Africa
15089,Ethiopia,Cucumbers and gherkins,2023,1716.0,77.0,22212.0,Vegetables,Africa
15090,Ethiopia,"Ginger, raw",2019,9823.0,3518.0,2792.0,Vegetables,Africa
15091,Ethiopia,"Ginger, raw",2020,9774.0,3549.0,2754.0,Vegetables,Africa
15092,Ethiopia,"Ginger, raw",2021,9672.0,3576.0,2705.0,Vegetables,Africa
15093,Ethiopia,"Ginger, raw",2022,9757.0,3588.0,2719.0,Vegetables,Africa
15094,Ethiopia,"Ginger, raw",2023,9734.0,3602.0,2703.0,Vegetables,Africa
15095,Ethiopia,Grapes,2019,4862.0,2428.0,2003.0,Fruits,Africa
15096,Ethiopia,Grapes,2020,4847.0,2263.0,2141.0,Fruits,Africa
15097,Ethiopia,Grapes,2021,4824.0,2363.0,2042.0,Fruits,Africa
15098,Ethiopia,Grapes,2022,4844.0,2351.0,2060.0,Fruits,Africa
15099,Ethiopia,Grapes,2023,4838.0,2326.0,2080.0,Fruits,Africa
15100,Ethiopia,Green garlic,2019,152595.0,18344.0,8318.0,Vegetables,Africa
15101,Ethiopia,Green garlic,2020,114945.0,15980.0,7193.0,Vegetables,Africa
15103,Ethiopia,Green garlic,2022,202516.0,26692.0,7587.0,Vegetables,Africa
15104,Ethiopia,Green garlic,2023,190628.0,23708.0,8041.0,Vegetables,Africa
15115,Ethiopia,"Kenaf, and other textile bast fibres, raw or retted",2019,532.0,2124.0,250.0,Fibre crops,Africa
15116,Ethiopia,"Kenaf, and other textile bast fibres, raw or retted",2020,537.0,2083.0,258.0,Fibre crops,Africa
15117,Ethiopia,"Kenaf, and other textile bast fibres, raw or retted",2021,538.0,2073.0,260.0,Fibre crops,Africa
15118,Ethiopia,"Kenaf, and other textile bast fibres, raw or retted",2022,536.0,2094.0,256.0,Fibre crops,Africa
15119,Ethiopia,"Kenaf, and other textile bast fibres, raw or retted",2023,537.0,2116.0,254.0,Fibre crops,Africa
15120,Ethiopia,Leeks and other alliaceous vegetables,2019,3238.0,541.0,5984.0,Vegetables,Africa
15121,Ethiopia,Leeks and other alliaceous vegetables,2020,3257.0,569.0,5724.0,Vegetables,Africa
15122,Ethiopia,Leeks and other alliaceous vegetables,2021,3251.0,569.0,5718.0,Vegetables,Africa
15123,Ethiopia,Leeks and other alliaceous vegetables,2022,3249.0,569.0,5706.0,Vegetables,Africa
15124,Ethiopia,Leeks and other alliaceous vegetables,2023,3252.0,570.0,5705.0,Vegetables,Africa
15125,Ethiopia,Lemons and limes,2019,7961.0,1480.0,5381.0,Fruits,Africa
15126,Ethiopia,Lemons and limes,2020,6182.0,1387.0,4456.0,Fruits,Africa
15127,Ethiopia,Lemons and limes,2021,3156.0,1019.0,3097.0,Fruits,Africa
15128,Ethiopia,Lemons and limes,2022,2449.0,1003.0,2443.0,Fruits,Africa
15129,Ethiopia,Lemons and limes,2023,4175.0,1680.0,2485.0,Fruits,Africa
15135,Ethiopia,Lettuce and chicory,2019,383.0,323.0,1184.0,Vegetables,Africa
15136,Ethiopia,Lettuce and chicory,2020,499.0,1191.0,419.0,Vegetables,Africa
15137,Ethiopia,Lettuce and chicory,2021,467.0,1340.0,348.0,Vegetables,Africa
15138,Ethiopia,Lettuce and chicory,2022,133.0,484.0,274.0,Vegetables,Africa
15139,Ethiopia,Lettuce and chicory,2023,79.0,298.0,266.0,Vegetables,Africa
15150,Ethiopia,"Mangoes, guavas and mangosteens",2019,108948.0,18714.0,5822.0,Fruits,Africa
15151,Ethiopia,"Mangoes, guavas and mangosteens",2020,108734.0,22460.0,4841.0,Fruits,Africa
15152,Ethiopia,"Mangoes, guavas and mangosteens",2021,145110.0,25734.0,5639.0,Fruits,Africa
15153,Ethiopia,"Mangoes, guavas and mangosteens",2022,152368.0,27154.0,5611.0,Fruits,Africa
15160,Ethiopia,Mustard seed,2019,2701.0,4327.0,624.0,Seeds,Africa
15161,Ethiopia,Mustard seed,2020,2724.0,4364.0,624.0,Seeds,Africa
15162,Ethiopia,Mustard seed,2021,2710.0,4347.0,624.0,Seeds,Africa
15163,Ethiopia,Mustard seed,2022,2723.0,4367.0,624.0,Seeds,Africa
15164,Ethiopia,Mustard seed,2023,2736.0,4387.0,624.0,Seeds,Africa
15165,Ethiopia,"Nutmeg, mace, cardamoms, raw",2019,158.0,399.0,396.0,Spices,Africa
15166,Ethiopia,"Nutmeg, mace, cardamoms, raw",2020,160.0,401.0,398.0,Spices,Africa
15167,Ethiopia,"Nutmeg, mace, cardamoms, raw",2021,161.0,405.0,398.0,Spices,Africa
15168,Ethiopia,"Nutmeg, mace, cardamoms, raw",2022,163.0,406.0,400.0,Spices,Africa
15169,Ethiopia,"Nutmeg, mace, cardamoms, raw",2023,164.0,407.0,402.0,Spices,Africa
15170,Ethiopia,Oats,2019,45754.0,21282.0,2150.0,Cereals,Africa
15171,Ethiopia,Oats,2020,39515.0,19631.0,2013.0,Cereals,Africa
15173,Ethiopia,Oats,2022,54005.0,24994.0,2161.0,Cereals,Africa
15174,Ethiopia,Oats,2023,47931.0,21760.0,2203.0,Cereals,Africa
15177,Ethiopia,Onions,2021,207660.0,25237.0,8228.0,Vegetables,Africa
15180,Ethiopia,Onions,2019,36980.0,2978.0,12416.0,Vegetables,Africa
15181,Ethiopia,Onions,2020,37985.0,3016.0,12596.0,Vegetables,Africa
15182,Ethiopia,Onions,2021,37857.0,2988.0,12669.0,Vegetables,Africa
15183,Ethiopia,Onions,2022,37607.0,2994.0,12559.0,Vegetables,Africa
15184,Ethiopia,Onions,2023,37816.0,3000.0,12604.0,Vegetables,Africa
15185,Ethiopia,Oranges,2019,29669.0,3617.0,8203.0,Fruits,Africa
15186,Ethiopia,Oranges,2020,39916.0,5080.0,7857.0,Fruits,Africa
15187,Ethiopia,Oranges,2021,25785.0,3955.0,6520.0,Fruits,Africa
15188,Ethiopia,Oranges,2022,27191.0,4823.0,5637.0,Fruits,Africa
15189,Ethiopia,Oranges,2023,32209.0,6834.0,4713.0,Fruits,Africa
15190,Ethiopia,"Other beans, green",2019,6867.0,1694.0,4054.0,Vegetables,Africa
15191,Ethiopia,"Other beans, green",2020,6913.0,1715.0,4032.0,Vegetables,Africa
15192,Ethiopia,"Other beans, green",2021,6915.0,1727.0,4003.0,Vegetables,Africa
15193,Ethiopia,"Other beans, green",2022,6898.0,1712.0,4029.0,Vegetables,Africa
15194,Ethiopia,"Other beans, green",2023,6909.0,1718.0,4021.0,Vegetables,Africa
15195,Ethiopia,"Other citrus fruit, n.e.c.",2019,3201.0,439.0,7287.0,Fruits,Africa
15196,Ethiopia,"Other citrus fruit, n.e.c.",2020,3157.0,434.0,7268.0,Fruits,Africa
15197,Ethiopia,"Other citrus fruit, n.e.c.",2021,3134.0,435.0,7211.0,Fruits,Africa
15198,Ethiopia,"Other citrus fruit, n.e.c.",2022,3164.0,436.0,7255.0,Fruits,Africa
15199,Ethiopia,"Other citrus fruit, n.e.c.",2023,3152.0,435.0,7245.0,Fruits,Africa
15205,Ethiopia,"Other fruits, n.e.c.",2019,131436.0,14555.0,9031.0,Fruits,Africa
15206,Ethiopia,"Other fruits, n.e.c.",2020,128734.0,14362.0,8963.0,Fruits,Africa
15207,Ethiopia,"Other fruits, n.e.c.",2021,128563.0,14414.0,8919.0,Fruits,Africa
15208,Ethiopia,"Other fruits, n.e.c.",2022,128566.0,14444.0,8901.0,Fruits,Africa
15209,Ethiopia,"Other fruits, n.e.c.",2023,128568.0,14407.0,8924.0,Fruits,Africa
15230,Ethiopia,"Other tropical fruits, n.e.c.",2019,46932.0,6361.0,7378.0,Fruits,Africa
15231,Ethiopia,"Other tropical fruits, n.e.c.",2020,47402.0,6410.0,7394.0,Fruits,Africa
15232,Ethiopia,"Other tropical fruits, n.e.c.",2021,47550.0,6427.0,7398.0,Fruits,Africa
15233,Ethiopia,"Other tropical fruits, n.e.c.",2022,47295.0,6400.0,7390.0,Fruits,Africa
15234,Ethiopia,"Other tropical fruits, n.e.c.",2023,47416.0,6412.0,7394.0,Fruits,Africa
15240,Ethiopia,Papayas,2019,51947.0,3697.0,14049.0,Fruits,Africa
15241,Ethiopia,Papayas,2020,72008.0,5096.0,14130.0,Fruits,Africa
15242,Ethiopia,Papayas,2021,60665.0,5333.0,11375.0,Fruits,Africa
15243,Ethiopia,Papayas,2022,60304.0,5783.0,10427.0,Fruits,Africa
15244,Ethiopia,Papayas,2023,65623.0,4750.0,13815.0,Fruits,Africa
15245,Ethiopia,Peaches and nectarines,2019,159.0,28.0,5756.0,Fruits,Africa
15246,Ethiopia,Peaches and nectarines,2020,161.0,28.0,5762.0,Fruits,Africa
15247,Ethiopia,Peaches and nectarines,2021,161.0,28.0,5770.0,Fruits,Africa
15248,Ethiopia,Peaches and nectarines,2022,160.0,28.0,5763.0,Fruits,Africa
15249,Ethiopia,Peaches and nectarines,2023,161.0,28.0,5765.0,Fruits,Africa
15255,Ethiopia,"Peas, green",2019,3230.0,538.0,6007.0,Vegetables,Africa
15256,Ethiopia,"Peas, green",2020,3253.0,538.0,6045.0,Vegetables,Africa
15257,Ethiopia,"Peas, green",2021,3266.0,536.0,6095.0,Vegetables,Africa
15258,Ethiopia,"Peas, green",2022,3249.0,537.0,6049.0,Vegetables,Africa
15259,Ethiopia,"Peas, green",2023,3256.0,537.0,6063.0,Vegetables,Africa
15260,Ethiopia,"Pepper (Piper spp.), raw",2019,4542.0,7065.0,643.0,Spices,Africa
15261,Ethiopia,"Pepper (Piper spp.), raw",2020,4437.0,6998.0,634.0,Spices,Africa
15262,Ethiopia,"Pepper (Piper spp.), raw",2021,4469.0,7020.0,637.0,Spices,Africa
15263,Ethiopia,"Pepper (Piper spp.), raw",2022,4483.0,7028.0,638.0,Spices,Africa
15264,Ethiopia,"Pepper (Piper spp.), raw",2023,4463.0,7015.0,636.0,Spices,Africa
15265,Ethiopia,Pineapples,2019,1164.0,482.0,2417.0,Fruits,Africa
15266,Ethiopia,Pineapples,2020,2559.0,906.0,2826.0,Fruits,Africa
15267,Ethiopia,Pineapples,2021,1546.0,1046.0,1478.0,Fruits,Africa
15268,Ethiopia,Pineapples,2022,1791.0,800.0,2240.0,Fruits,Africa
15269,Ethiopia,Pineapples,2023,1971.0,831.0,2372.0,Fruits,Africa
15275,Ethiopia,Rape or colza seed,2019,42046.0,23046.0,1824.0,Seeds,Africa
15276,Ethiopia,Rape or colza seed,2020,12576.0,7917.0,1588.0,Seeds,Africa
15277,Ethiopia,Rape or colza seed,2021,14697.0,9258.0,1588.0,Seeds,Africa
15278,Ethiopia,Rape or colza seed,2022,18000.0,10000.0,1800.0,Seeds,Africa
15279,Ethiopia,Rape or colza seed,2023,20000.0,12000.0,1667.0,Seeds,Africa
15285,Ethiopia,Safflower seed,2019,8928.0,7436.0,1201.0,Seeds,Africa
15286,Ethiopia,Safflower seed,2020,9347.0,7592.0,1231.0,Seeds,Africa
15287,Ethiopia,Safflower seed,2021,9582.0,7517.0,1275.0,Seeds,Africa
15288,Ethiopia,Safflower seed,2022,9248.0,7286.0,1269.0,Seeds,Africa
15289,Ethiopia,Safflower seed,2023,9386.0,7264.0,1292.0,Seeds,Africa
15300,Ethiopia,"Sisal, raw",2019,627.0,868.0,722.0,Fibre crops,Africa
15301,Ethiopia,"Sisal, raw",2020,659.0,912.0,722.0,Fibre crops,Africa
15302,Ethiopia,"Sisal, raw",2021,661.0,916.0,722.0,Fibre crops,Africa
15303,Ethiopia,"Sisal, raw",2022,664.0,919.0,722.0,Fibre crops,Africa
15304,Ethiopia,"Sisal, raw",2023,667.0,923.0,722.0,Fibre crops,Africa
15320,Ethiopia,Sunflower seed,2019,9571.0,7561.0,1266.0,Seeds,Africa
15321,Ethiopia,Sunflower seed,2020,4288.0,4151.0,1033.0,Seeds,Africa
15322,Ethiopia,Sunflower seed,2021,2894.0,2982.0,970.0,Seeds,Africa
15323,Ethiopia,Sunflower seed,2022,3964.0,3630.0,1092.0,Seeds,Africa
15324,Ethiopia,Sunflower seed,2023,6352.0,5626.0,1129.0,Seeds,Africa
15330,Ethiopia,"Tangerines, mandarins, clementines",2019,9132.0,2998.0,3046.0,Fruits,Africa
15331,Ethiopia,"Tangerines, mandarins, clementines",2020,9159.0,3040.0,3012.0,Fruits,Africa
15332,Ethiopia,"Tangerines, mandarins, clementines",2021,9171.0,3046.0,3011.0,Fruits,Africa
15333,Ethiopia,"Tangerines, mandarins, clementines",2022,9187.0,3028.0,3034.0,Fruits,Africa
15334,Ethiopia,"Tangerines, mandarins, clementines",2023,9203.0,3038.0,3029.0,Fruits,Africa
15340,Ethiopia,Tea leaves,2019,68945.0,6311.0,10924.0,Cash crops,Africa
15341,Ethiopia,Tea leaves,2020,75948.0,7070.0,10742.0,Cash crops,Africa
15342,Ethiopia,Tea leaves,2021,44024.0,3881.0,11345.0,Cash crops,Africa
15343,Ethiopia,Tea leaves,2022,51662.0,4658.0,11091.0,Cash crops,Africa
15344,Ethiopia,Tea leaves,2023,61449.0,5602.0,10970.0,Cash crops,Africa
15345,Ethiopia,Tomatoes,2019,34947.0,6012.0,5813.0,Vegetables,Africa
15346,Ethiopia,Tomatoes,2020,41948.0,6434.0,6520.0,Vegetables,Africa
15347,Ethiopia,Tomatoes,2021,33656.0,7710.0,4365.0,Vegetables,Africa
15348,Ethiopia,Tomatoes,2022,34385.0,8858.0,3882.0,Vegetables,Africa
15349,Ethiopia,Tomatoes,2023,36103.0,7318.0,4933.0,Vegetables,Africa
15350,Ethiopia,Unmanufactured tobacco,2019,2141.0,3184.0,673.0,Cash crops,Africa
15351,Ethiopia,Unmanufactured tobacco,2020,2183.0,3242.0,673.0,Cash crops,Africa
15352,Ethiopia,Unmanufactured tobacco,2021,2182.0,3240.0,673.0,Cash crops,Africa
15353,Ethiopia,Unmanufactured tobacco,2022,2169.0,3222.0,673.0,Cash crops,Africa
15354,Ethiopia,Unmanufactured tobacco,2023,2178.0,3235.0,673.0,Cash crops,Africa
15365,Ethiopia,Yams,2019,49227.0,5323.0,9248.0,Vegetables,Africa
15366,Ethiopia,Yams,2020,45730.0,4874.0,9382.0,Vegetables,Africa
15367,Ethiopia,Yams,2021,32084.0,3888.0,8252.0,Vegetables,Africa
15368,Ethiopia,Yams,2022,35977.0,4262.0,8441.0,Vegetables,Africa
15369,Ethiopia,Yams,2023,49921.0,5679.0,8791.0,Vegetables,Africa
15370,Faroe Islands,Potatoes,2019,1513.0,101.0,14948.0,Vegetables,Europe
15371,Faroe Islands,Potatoes,2020,1516.0,100.0,15100.0,Vegetables,Europe
15372,Faroe Islands,Potatoes,2021,1523.0,100.0,15164.0,Vegetables,Europe
15373,Faroe Islands,Potatoes,2022,1526.0,100.0,15273.0,Vegetables,Europe
15374,Faroe Islands,Potatoes,2023,1529.0,99.0,15378.0,Vegetables,Europe
15375,Fiji,Avocados,2020,160.0,20.0,8000.0,Fruits,Oceania
15376,Fiji,Avocados,2021,251.0,31.0,8097.0,Fruits,Oceania
15377,Fiji,Avocados,2022,263.0,33.0,7970.0,Fruits,Oceania
15378,Fiji,Avocados,2023,211.0,26.0,7988.0,Fruits,Oceania
15379,Fiji,Bananas,2019,5086.0,509.0,10000.0,Fruits,Oceania
15380,Fiji,Bananas,2020,8763.0,1095.0,8000.0,Fruits,Oceania
15381,Fiji,Bananas,2021,7586.0,948.0,8000.0,Fruits,Oceania
15382,Fiji,Bananas,2022,10097.0,1231.0,8200.0,Fruits,Oceania
15383,Fiji,Bananas,2023,12365.0,1546.0,8000.0,Fruits,Oceania
15384,Fiji,Cabbages,2019,4660.0,311.0,14976.0,Vegetables,Oceania
15385,Fiji,Cabbages,2020,6942.0,454.0,15300.0,Vegetables,Oceania
15386,Fiji,Cabbages,2021,6711.0,447.0,15000.0,Vegetables,Oceania
15387,Fiji,Cabbages,2022,6707.0,479.0,14000.0,Vegetables,Oceania
15388,Fiji,Cabbages,2023,10172.0,678.0,15000.0,Vegetables,Oceania
15389,Fiji,Cantaloupes and other melons,2019,50.0,4.0,12000.0,Fruits,Oceania
15390,Fiji,Cantaloupes and other melons,2020,72.0,6.0,12000.0,Fruits,Oceania
15391,Fiji,Cantaloupes and other melons,2021,59.0,5.0,12000.0,Fruits,Oceania
15392,Fiji,Cantaloupes and other melons,2022,50.0,4.0,12454.0,Fruits,Oceania
15393,Fiji,Cantaloupes and other melons,2023,57.0,5.0,12000.0,Fruits,Oceania
15394,Fiji,"Cassava, fresh",2019,76030.0,3041.0,25000.0,Vegetables,Oceania
15395,Fiji,"Cassava, fresh",2020,71890.0,3595.0,20000.0,Vegetables,Oceania
15396,Fiji,"Cassava, fresh",2021,86194.0,4310.0,20000.0,Vegetables,Oceania
15397,Fiji,"Cassava, fresh",2022,93837.0,5690.0,16492.0,Vegetables,Oceania
15398,Fiji,"Cassava, fresh",2023,106909.0,6042.0,17694.0,Vegetables,Oceania
15399,Fiji,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,263.0,20.0,13071.0,Spices,Oceania
15400,Fiji,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,774.0,65.0,12000.0,Spices,Oceania
15401,Fiji,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,1641.0,137.0,12000.0,Spices,Oceania
15402,Fiji,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,2226.0,180.0,12400.0,Spices,Oceania
15403,Fiji,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,2501.0,208.0,12000.0,Spices,Oceania
15404,Fiji,Cocoa beans,2019,16.0,9.0,1941.0,Seeds,Oceania
15405,Fiji,Cocoa beans,2020,9.0,5.0,2000.0,Seeds,Oceania
15406,Fiji,Cocoa beans,2021,80.0,40.0,2000.0,Seeds,Oceania
15407,Fiji,Cocoa beans,2022,131.0,66.0,2000.0,Seeds,Oceania
15408,Fiji,Cocoa beans,2023,118.0,59.0,2000.0,Seeds,Oceania
15409,Fiji,"Coconuts, in shell",2019,23822.0,3970.0,6000.0,Fruits,Oceania
15410,Fiji,"Coconuts, in shell",2020,21680.0,5420.0,4000.0,Fruits,Oceania
15411,Fiji,"Coconuts, in shell",2021,20012.0,5003.0,4000.0,Fruits,Oceania
15412,Fiji,"Coconuts, in shell",2022,18676.0,3133.0,5961.0,Fruits,Oceania
15413,Fiji,"Coconuts, in shell",2023,21932.0,2796.0,7844.0,Fruits,Oceania
15414,Fiji,"Coffee, green",2019,15.0,23.0,643.0,Cash crops,Oceania
15415,Fiji,"Coffee, green",2020,14.0,22.0,639.0,Cash crops,Oceania
15416,Fiji,"Coffee, green",2021,14.0,22.0,635.0,Cash crops,Oceania
15417,Fiji,"Coffee, green",2022,14.0,23.0,639.0,Cash crops,Oceania
15418,Fiji,"Coffee, green",2023,14.0,22.0,638.0,Cash crops,Oceania
15419,Fiji,Cucumbers and gherkins,2019,1280.0,89.0,14378.0,Vegetables,Oceania
15420,Fiji,Cucumbers and gherkins,2020,1293.0,90.0,14393.0,Vegetables,Oceania
15421,Fiji,Cucumbers and gherkins,2021,1296.0,90.0,14376.0,Vegetables,Oceania
15422,Fiji,Cucumbers and gherkins,2022,1289.0,90.0,14383.0,Vegetables,Oceania
15423,Fiji,Cucumbers and gherkins,2023,1293.0,90.0,14384.0,Vegetables,Oceania
15424,Fiji,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2019,3974.0,1351.0,2940.0,Vegetables,Oceania
15425,Fiji,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2020,4019.0,1355.0,2966.0,Vegetables,Oceania
15426,Fiji,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2021,4028.0,1348.0,2989.0,Vegetables,Oceania
15427,Fiji,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2022,4007.0,1351.0,2965.0,Vegetables,Oceania
15428,Fiji,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2023,4018.0,1351.0,2974.0,Vegetables,Oceania
15429,Fiji,Eggplants (aubergines),2019,2526.0,115.0,22000.0,Vegetables,Oceania
15430,Fiji,Eggplants (aubergines),2020,4147.0,207.0,20000.0,Vegetables,Oceania
15431,Fiji,Eggplants (aubergines),2021,4689.0,234.0,20000.0,Vegetables,Oceania
15432,Fiji,Eggplants (aubergines),2022,7128.0,320.0,22300.0,Vegetables,Oceania
15433,Fiji,Eggplants (aubergines),2023,8651.0,433.0,20000.0,Vegetables,Oceania
15434,Fiji,"Ginger, raw",2019,9398.0,313.0,30000.0,Vegetables,Oceania
15435,Fiji,"Ginger, raw",2020,11409.0,456.0,25000.0,Vegetables,Oceania
15436,Fiji,"Ginger, raw",2021,13815.0,553.0,25000.0,Vegetables,Oceania
15437,Fiji,"Ginger, raw",2022,14290.0,563.0,25400.0,Vegetables,Oceania
15438,Fiji,"Ginger, raw",2023,15781.0,631.0,25000.0,Vegetables,Oceania
15439,Fiji,"Groundnuts, excluding shelled",2019,360.0,433.0,830.0,Nuts,Oceania
15440,Fiji,"Groundnuts, excluding shelled",2020,354.0,426.0,832.0,Nuts,Oceania
15441,Fiji,"Groundnuts, excluding shelled",2021,356.0,428.0,831.0,Nuts,Oceania
15442,Fiji,"Groundnuts, excluding shelled",2022,357.0,429.0,831.0,Nuts,Oceania
15443,Fiji,"Groundnuts, excluding shelled",2023,355.0,428.0,831.0,Nuts,Oceania
15444,Fiji,Maize,2019,1400.0,467.0,2998.0,Cereals,Oceania
15445,Fiji,Maize,2020,1704.0,532.0,3200.0,Cereals,Oceania
15446,Fiji,Maize,2021,1438.0,479.0,3000.0,Cereals,Oceania
15447,Fiji,Maize,2022,1685.0,324.0,5208.0,Cereals,Oceania
15448,Fiji,Maize,2023,2006.0,337.0,5952.0,Cereals,Oceania
15449,Fiji,"Mangoes, guavas and mangosteens",2019,413.0,46.0,8984.0,Fruits,Oceania
15450,Fiji,"Mangoes, guavas and mangosteens",2020,409.0,72.0,5665.0,Fruits,Oceania
15451,Fiji,"Mangoes, guavas and mangosteens",2021,414.0,83.0,5000.0,Fruits,Oceania
15452,Fiji,"Mangoes, guavas and mangosteens",2022,615.0,118.0,5200.0,Fruits,Oceania
15453,Fiji,"Mangoes, guavas and mangosteens",2023,699.0,140.0,5000.0,Fruits,Oceania
15454,Fiji,Okra,2019,2761.0,309.0,8935.0,Vegetables,Oceania
15455,Fiji,Okra,2020,4540.0,454.0,10000.0,Vegetables,Oceania
15456,Fiji,Okra,2021,6014.0,601.0,10000.0,Vegetables,Oceania
15457,Fiji,Okra,2022,5106.0,501.0,10200.0,Vegetables,Oceania
15458,Fiji,Okra,2023,4724.0,472.0,10000.0,Vegetables,Oceania
15459,Fiji,Oranges,2019,995.0,66.0,15076.0,Fruits,Oceania
15460,Fiji,Oranges,2020,1565.0,78.0,20000.0,Fruits,Oceania
15461,Fiji,Oranges,2021,1422.0,71.0,20000.0,Fruits,Oceania
15462,Fiji,Oranges,2022,2328.0,121.0,19200.0,Fruits,Oceania
15463,Fiji,Oranges,2023,2469.0,123.0,20000.0,Fruits,Oceania
15464,Fiji,"Other fruits, n.e.c.",2019,5770.0,1663.0,3469.0,Fruits,Oceania
15465,Fiji,"Other fruits, n.e.c.",2020,5693.0,1671.0,3408.0,Fruits,Oceania
15466,Fiji,"Other fruits, n.e.c.",2021,5668.0,1667.0,3400.0,Fruits,Oceania
15467,Fiji,"Other fruits, n.e.c.",2022,5711.0,1667.0,3426.0,Fruits,Oceania
15468,Fiji,"Other fruits, n.e.c.",2023,5691.0,1668.0,3411.0,Fruits,Oceania
15469,Fiji,Other pulses n.e.c.,2019,2246.0,749.0,3000.0,Pulses,Oceania
15470,Fiji,Other pulses n.e.c.,2020,2716.0,905.0,3000.0,Pulses,Oceania
15471,Fiji,Other pulses n.e.c.,2021,1810.0,603.0,3000.0,Pulses,Oceania
15472,Fiji,Other pulses n.e.c.,2022,1895.0,653.0,2900.0,Pulses,Oceania
15473,Fiji,Other pulses n.e.c.,2023,1463.0,406.0,3600.0,Pulses,Oceania
15474,Fiji,"Other tropical fruits, n.e.c.",2019,196.0,50.0,3917.0,Fruits,Oceania
15475,Fiji,"Other tropical fruits, n.e.c.",2020,671.0,191.0,3508.0,Fruits,Oceania
15476,Fiji,"Other tropical fruits, n.e.c.",2021,625.0,155.0,4036.0,Fruits,Oceania
15477,Fiji,"Other tropical fruits, n.e.c.",2022,673.0,148.0,4543.0,Fruits,Oceania
15478,Fiji,"Other tropical fruits, n.e.c.",2023,734.0,152.0,4837.0,Fruits,Oceania
15479,Fiji,"Other vegetables, fresh n.e.c.",2019,23885.0,2516.0,9494.0,Vegetables,Oceania
15480,Fiji,"Other vegetables, fresh n.e.c.",2020,34420.0,3609.0,9537.0,Vegetables,Oceania
15481,Fiji,"Other vegetables, fresh n.e.c.",2021,33520.0,3510.0,9549.0,Vegetables,Oceania
15482,Fiji,"Other vegetables, fresh n.e.c.",2022,39360.0,4104.0,9591.0,Vegetables,Oceania
15483,Fiji,"Other vegetables, fresh n.e.c.",2023,51450.0,5341.0,9632.0,Vegetables,Oceania
15484,Fiji,Papayas,2019,4005.0,444.0,9020.0,Fruits,Oceania
15485,Fiji,Papayas,2020,3635.0,606.0,6000.0,Fruits,Oceania
15486,Fiji,Papayas,2021,4509.0,751.0,6000.0,Fruits,Oceania
15487,Fiji,Papayas,2022,5210.0,898.0,5800.0,Fruits,Oceania
15488,Fiji,Papayas,2023,6932.0,1155.0,6000.0,Fruits,Oceania
15489,Fiji,"Pepper (Piper spp.), raw",2019,125.0,1577.0,79.0,Spices,Oceania
15490,Fiji,"Pepper (Piper spp.), raw",2020,120.0,1533.0,78.0,Spices,Oceania
15491,Fiji,"Pepper (Piper spp.), raw",2021,119.0,1522.0,78.0,Spices,Oceania
15492,Fiji,"Pepper (Piper spp.), raw",2022,118.0,1518.0,78.0,Spices,Oceania
15493,Fiji,"Pepper (Piper spp.), raw",2023,117.0,1515.0,77.0,Spices,Oceania
15494,Fiji,Pineapples,2019,7158.0,705.0,10153.0,Fruits,Oceania
15495,Fiji,Pineapples,2020,7423.0,1060.0,7000.0,Fruits,Oceania
